"id","nombre_urg","num","claves_presupuestales","objeto_contratacion_proyectado","tipo_de_contratacion","partida_presupuestal_especifica","clave_cabms","valor_estimado_contratacion","contratacion_a_mipymes","procedimiento_contratacion_proyectado","fecha_estimada_procedimiento_contratacion","fecha_estimada_inicio_vigencia_contrato","fecha_estimada_fin_contrato","etiqueta_procedimiento"
113317,"ALCALDÍA TLÁHUAC","CDMX02CD13PAAAPS111","102CD13139055F02715O42032522100; 102CD13139055F02715O62032522100; 102CD13139055F02725P12032522100","ARRENDAMIENTO DE EQUIPO DE TRANSPORTE DESTINADO A SERVICIOS PÚBLICOS Y LA OPERACIÓN DE PROGRAMAS","SERVICIO",3252,"3252000002--ARRENDAMIENTO DE VEHÍCULOS Y EQUIPO DESTINADO A SERVICIOS PUBLICOS Y LA OPERACIÓN DE PROGRAMAS PUBLICOS","$4,500,000.00","SI","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-03-2022","01-03-2022","31-12-2022","PROYECTO"
114377,"SECRETARÍA DE MOVILIDAD","CDMX10C001PAAAPS60","110C001356001O00111112035211100000000000; 110C001356264P04411112035211100000000000; 110C001356265E11211112035211100000000000; 110C001356266G01811112035211100000000000; 110C001356267F02411112035211100000000000; 110C001356268G01911112035211100000000000; 110C001356270P04511112035211100000000000","MANTENIMIENTO Y RECARGA DE EXTINTORES 2022","SERVICIO",3521,"3521000006--SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE MOBILIARIO Y EQUIPO","$112,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-07-2022","08-07-2022","31-12-2022","PROYECTO"
115592,"METROBÚS","CDMX10PDMBPAAAPS32","110PDMB356052E04215O22033511132OPERATIVO","SERVICIOS DE ESTUDIO DE CORREDORES","SERVICIO",3351,"3351000002--ESTUDIOS E INVESTIGACIONES","$8,000,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-02-2022","01-03-2022","31-12-2022","PROYECTO"
114368,"ALCALDÍA XOCHIMILCO","CDMX02CD16PAAAPS92","102CD16172002N00111112056612100A22NR0021","EQUIPOS DE GENERACIÓN ELÉCTRICA, APARATOS Y ACCESORIOS ELÉCTRICOS.","BIEN",5661,"5661000198--PLANTA PARA SOLDAR;5661000120--FUENTE ALIMENTACIÓN","$20,000.00","SI","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-08-2022","01-08-2022","31-12-2022","PROYECTO"
114392,"ALCALDÍA LA MAGDALENA CONTRERAS","CDMX02CD10PAAAPS26","102CD10356001O00111112021411100","COMPRA DE MATERIAL INFORMATICO BASICO PARA LLEVAR A CABO ACTIVIDADES DE LAALCALDIA","BIEN",2141,"2141000042--TARJETAS PARA PROCESAMIENTO DE DATOS 96 COL.","$10,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-01-2022","01-01-2022","31-12-2022","PROYECTO"
114369,"ALCALDÍA LA MAGDALENA CONTRERAS","CDMX02CD10PAAAPS24","102CD10356001O00111112021411100","COMPRA DE MATERIAL INFORMATICO BASICO PARA LLEVAR A CABO ACTIVIDADES DE LA DIRECCION GENERAL","SERVICIO",2141,"2141000050--TONER","$41,999.98","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-01-2022","01-01-2022","31-12-2022","PROYECTO"
114388,"INSTITUTO DE EDUCACIÓN MEDIA SUPERIOR","CDMX36PDIEPAAAPS58","136PDIE252042E086111120355311000","CONSERVACIÓN Y MANTENIMIENTO DEL PARQUE VEHICULAR DEL INSTITUTO","SERVICIO",3553,"3553000004--MANTENIMIENTO CORRECTIVO AL PARQUE VEHICULAR DESTINADO A SERVIDORES PUBLICOS Y SERVICIOS ADMINISTRATIVOS","$350,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-01-2022","16-01-2022","30-12-2022","PROYECTO"
114382,"RED DE TRANSPORTE DE PASAJEROS (RTP)","CDMX10PDRTPAAAPS38","110PDRT356052E08814122029111100","HERRAMIENTAS PARA TALLER, UTILIZADA PARA LA REPARACIÓN DE ALCANCÍAS Y GABINETES DE LA RED MODULAR.","BIEN",2911,"2911000002--ABOCARDADOR","$600,000.00","NO","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-01-2022","01-02-2022","31-12-2022","PROYECTO"
114378,"ALCALDÍA GUSTAVO A. MADERO","CDMX02CD07PAAAPS186","102CD07221274K01615O22056312100PAAAPS200","MAQUINARIA Y EQUIPO DE CONSTRUCCIÓN","BIEN",5631,"5631000120--EXCAVADORA NEUMÁTICA","$5,000,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-06-2022","01-07-2022","31-12-2022","PROYECTO"
115594,"INSTITUTO DE VIVIENDA","CDMX03PDIVPAAAPS69","103PDIV134001O00114122033611279","SERVICIO DE FOTOCOPIADO BLANCO Y NEGRO Y COLOR PARA EL PERIODO DE  2022","SERVICIO",3361,"3361000016--SERVICIO DE FOTOCOPIADO","$1,000,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-12-2021","01-01-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
116746,"ÓRGANO REGULADOR DE TRANSPORTE","CDMX10PDORPAAAPS40","110PDOR134001O00114122033631100000000000","SERVICIOS DE IMPRESIÓN EN MEDIOS MASIVOS COMO SON: AVISOS, PRECISIONES, CONVOCATORIAS, BASES, LICITACIONES, CONCURSOS Y ACLARACIONES","SERVICIO",3363,"3363000002--PUBLICACIÓN EN LA GACETA OFICIAL DE LA CIUDAD DE MÉXICO","$250,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-01-2022","01-02-2022","31-12-2022","PROYECTO"
115591,"ALCALDÍA CUAJIMALPA DE MORELOS","CDMX02CD05PAAAPS67","102CD05263001O00115O22037221100","PASAJES TERRESTRES AL INTERIOR DE LA CIUDAD DE MEXICO","SERVICIO",3722,"3722000002--PASAJES AL INTERIOR DEL DISTRITO FEDERAL","$1,500,000.00","SI","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-02-2022","01-02-2022","31-12-2022","PROYECTO"
114384,"RED DE TRANSPORTE DE PASAJEROS (RTP)","CDMX10PDRTPAAAPS39","110PDRT356052E08814122027411100","ADQUISICIÓN DE DIVERSOS TEXTILES UTILIZABLES EN LOS MÓDULOS OPERATIVOS DEL ORGANISMO","BIEN",2741,"2741000002--ACRÍLICAS (FIBRAS)","$50,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-11-2022","01-11-2022","31-12-2022","PROYECTO"
114391,"INSTITUTO DE LA JUVENTUD","CDMX08PDIJPAAAPS9","108PDIJ134001O00111112021521100; 108PDIJ134001O00111112033621100","MATERIAL GRÁFICO O INSTITUCIONALES (COMISA)","SERVICIO","2152;3362","2152000012--BANNER INSTITUCIONAL;3362000002--SERVICIOS DE IMPRESIÓN","$550,000.00","NO","CONVENIOS DE COLABORACIÓN ENTRE DEPENDENCIAS (ARTÍCULO 1).","04-01-2022","04-01-2022","31-12-2022","PROYECTO"
116324,"SECRETARÍA DE OBRAS Y SERVICIOS","CDMX07C001PAAAPS39","107C001356001O00111112025411100; 107C001221049K00611112025411100","ADQUISICIÓN DE MATERAILES Y SUMINISTROS MÉDICOS","BIEN",2541,"2541000002--ABATELENGUAS;2541000056--AGUJA SUTURA;2541000102--APÓSITOS","$450,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","15-04-2022","15-05-2022","31-12-2022","PROYECTO"
115608,"ALCALDÍA CUAJIMALPA DE MORELOS","CDMX02CD05PAAAPS71","102CD05241046F03215O42039911100","SERVICIOS PARA LA PROMOCION DEPORTIVA","SERVICIO",3991,"3991000004--SERVICIOS PARA LA PROMOCIÓN DEPORTIVA","$439,400.00","SI","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-05-2022","01-05-2022","31-12-2022","PROYECTO"
112777,"CAJA DE PREVISIÓN DE LA POLICÍA AUXILIAR","CDMX09PDPAPAAAPS23","109PDPA134001O00114122034111100","REALIZACIÓN DE AVALÚO DE BIENES MUEBLES E INMUEBLES O POR JUSTIPRECIACIÓN REQUERIDOS PARA DETERMINAR EL COSTO DE ARRENDAMIENTO DE LAS OFICINAS DE LA CAPREPA","SERVICIO",3411,"3411000002--SERVICIOS  FINANCIEROS Y BANCARIOS","$21,500.00","NO","CONVENIOS DE COLABORACIÓN ENTRE DEPENDENCIAS (ARTÍCULO 1).","24-01-2022","24-01-2022","31-03-2022","PROYECTO"
114796,"ALCALDÍA TLALPAN","CDMX02CD14PAAAPS72","102CD14124004P00215OB2024711100; 102CD14172002N00115OB2024711100; 102CD14221049E12411112024711100; 102CD14221049E12415O52024711100; 102CD14221274K01615O52024712100; 102CD14223202K01415O52024712100","ARTÍCULOS METÁLICOS PARA LA CONSTRUCCIÓN","BIEN",2471,"2471000018--ALAMBRE RECOCIDO;2471000004--ADAPTADORES METÁLICOS PARA TUBERÍA;2471000002--ABRAZADERAS METÁLICAS PARA TUBERÍA;2471000406--JUNTA GIBAULT DE FO.FO.;2471000404--BROCAL DE HIERRO DÚCTIL CON TAPA PARA POZO DE VISTA;2471000250--VÁLVULAS DE COMPUERTA;2471000440--MALLA ELECTROSOLDADA;2471000038--ÁNGULOS Y SOLERAS DE HIERRO Y ACERO;2471000054--BROCAL;2471000402--HOJA DE TABLA ROCA (PANEL DE YESO);2471000234--TUBOS DE HIERRO FUNDIDO CON COSTURA;2471000018--ALAMBRE RECOCIDO;2471000286--VARILLA CORRUGADA;2471000052--BRIDAS METÁLICAS PARA TUBERÍA","$8,833,376.00","SI","LICITACIÓN PÚBLICA NACIONAL (ART.30)","04-04-2022","04-04-2022","31-12-2022","PROYECTO"
116353,"SECRETARÍA DE CULTURA","CDMX31C000PAAAPS21","131C000242077U01411112033911100000000000","SERVICIOS PROFESIONALES, CIENTÍFICOS TÉCNICOS INTEGRALES Y OTROS PARA LA SECRETARÍA DE CULTURA DE LA CIUDAD DE MÉXICO","SERVICIO",3391,"3391000002--HONORARIOS","$2,446,543.00","SI","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-01-2022","31-01-2022","31-12-2022","PROYECTO"
115595,"SECRETARÍA DE MOVILIDAD","CDMX10C001PAAAPS75","110C001356268G01911112038221100000000000","SERVICIOS INTEGRALES NECESARIOS PARA LLEVAR A CABO EVENTOS OFICIALES DIRIGIDOS A LA CIUDADANÍA","SERVICIO",3822,"3822000002--GASTOS DE ORDEN SOCIAL","$500,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-03-2022","22-03-2022","31-12-2022","PROYECTO"
115609,"METROBÚS","CDMX10PDMBPAAAPS34","110PDMB172002N00115O22033911100OPERATIVO","SERVICIOS PROFESIONALES, CIENTÍFICOS, TÉCNICOS INTEGRALES Y OTROS","SERVICIO",3391,"3391000004--SERVICIOS PROFESIONALES, CIENTIFICOS Y TÉCNICOS INTEGRALES","$540,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-02-2022","01-03-2022","31-12-2022","PROYECTO"
115593,"ALCALDÍA CUAJIMALPA DE MORELOS","CDMX02CD05PAAAPS68","102CD05263001O00115O22038211100","ESPECTACULOS CULTURALES","SERVICIO",3821,"3821000002--ESPECTÁCULOS CULTURALES","$19,995,001.00","SI","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-10-2022","01-10-2022","31-12-2021","PROYECTO"
116358,"ÓRGANO REGULADOR DE TRANSPORTE","CDMX10PDORPAAAPS12","110PDOR134001O00115O12027211100000000000; 110PDOR222245K00414122027211100000000000","ADQUISICIÓN DE PRENDAS DE SEGURIDAD Y PROTECCIÓN PERSONAL DEL ORGANISMO REGULADOR DE TRANSPORTE","BIEN",2721,"2721000018--CHALECO DE SEGURIDAD","$700,000.00","SI","CONVENIOS DE COLABORACIÓN ENTRE DEPENDENCIAS (ARTÍCULO 1).","01-02-2022","01-03-2022","31-08-2022","PROYECTO"
116357,"AUTORIDAD DEL CENTRO HISTÓRICO","CDMX02OD04PAAAPS92","102OD04172002N00115O22033411130","SERVICIOS DE CAPACITACIÓN PARA EL PERSONAL ADSCRITO A LA AUTORIDAD DEL CENTRO HISTORICO EN MATERIA DE PROTECCIÓN CIVUL Y GESTIÓN INTEGRAL DE RIESGOS","SERVICIO",3341,"3341000004--SERVICIOS DE CAPACITACIÓN","$120,000.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-03-2022","01-03-2022","30-04-2022","PROYECTO"
115612,"ALCALDÍA XOCHIMILCO","CDMX02CD16PAAAPS136","102CD16232001O00111112037221100","PASAJES TERRESTRES AL INTERIOR DEL DISTRITO FEDERAL.","SERVICIO",3722,"3722000002--PASAJES AL INTERIOR DEL DISTRITO FEDERAL","$400,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-01-2022","01-03-2022","31-12-2022","PROYECTO"
115600,"ALCALDÍA CUAJIMALPA DE MORELOS","CDMX02CD05PAAAPS69","102CD05263001O00115O42038411100","EXPOSICIONES","SERVICIO",3841,"3841000002--EXPOSICIONES","$550,000.00","SI","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR EXCEPCIÓN. (ARTÍCULO 54).","01-03-2022","01-03-2022","31-12-2022","PROYECTO"
114393,"RED DE TRANSPORTE DE PASAJEROS (RTP)","CDMX10PDRTPAAAPS42","110PDRT356052E08814122027211100","PRENDAS DE SEGURIDAD Y PROTECCIÓN PARA EL PERSONAL OPERATIVO DEL ORGANISMO","BIEN",2721,"2721000120--ACOLLADOR DE SEGURIDAD","$1,700,000.00","SI","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-04-2022","01-05-2022","31-12-2022","PROYECTO"
116364,"ÓRGANO REGULADOR DE TRANSPORTE","CDMX10PDORPAAAPS13","110PDOR124003P00115O12033411100000000000; 110PDOR124004P00215O12033411100000000000; 110PDOR172002N00115O12033411100000000000; 110PDOR268294P00415O12033411100000000000","CUMPLIR CON LA OBLIGACIÓN DE CAPACITAR EL PERSONAL QUE INTEGRA EL ÓRGANO REGULADOR DE TRANSPORTE CONFORME LA NORMATIVIDAD APLICABLE","SERVICIO",3341,"3341000004--SERVICIOS DE CAPACITACIÓN","$250,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-06-2022","01-07-2022","31-08-2022","PROYECTO"
115601,"INSTITUTO DE PLANEACIÓN DEMOCRÁTICA Y PROSPECTIVA DE LA CIUDAD DE MÉXICO","CDMX41PDIPPAAAPS16","141PDIP132297P05115O22033511100","CONTAR CON LOS SERVICIOS DE INVESTIGACIÓN Y DESARROLLO PARA LA ELABORACIÓN DE ESTUDIOS, INFORMES Y PROGRAMAS RELATIVOS A LAS MATERIA DE RELEVENCIA PARA LA PLANEACIÓN DEL DESARROLLO Y EL ORDENAMIENTO TERRITORIAL","SERVICIO",3351,"3351000002--ESTUDIOS E INVESTIGACIONES","$1,369,099.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-07-2022","01-08-2022","31-12-2022","PROYECTO"
111443,"CAJA DE PREVISIÓN DE LA POLICÍA AUXILIAR","CDMX09PDPAPAAAPS4","109PDPA134001O00114122021411100","ADQUISICIÓN DE  TÓNER Y CARTUCHOS PARA IMPRESORAS CORRESPONDIENTE AL EJERCICIO FISCAL 2022","SERVICIO",2141,"2141000050--TONER","$156,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-07-2022","01-08-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
116359,"SECRETARÍA DE CULTURA","CDMX31C000PAAAPS22","131C000242135F01311112033911100000000000","SE REQUIERE DE LA CONTRATACIÓN DE SERVICIOS PROFESIONALES, CIENTÍFICOS, TÉCNICOS INTEGRALES Y OTROS PARA LA SECRETARÍA DE CULTURA DE LA CIUDAD DE MÉXICO","SERVICIO",3391,"3391000002--HONORARIOS","$14,422,309.00","SI","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","01-01-2022","31-01-2022","31-12-2022","PROYECTO"
113843,"ALCALDÍA TLALPAN","CDMX02CD14PAAAPS48","102CD14122104M00111112021521100; 102CD14122104M00115OG2021521100; 102CD14124004P00215OG2021521100","MATERIAL GRAFICO INSTITUCIONAL","BIEN",2152,"2152000030--CHALECO CON LOGO INSTITUCIONAL;2152000006--CHAMARRA ROMPEVIENTOS DE COLOR BLANCO CON LOGO BORDADO;2152000018--PLAYERA CON LOGO INSTITUCIONAL;2152000068--CREDENCIAL INSTITUCIONAL;2152000002--GORRA DE COLOR BLANCO CON LOGO BORDADO","$2,011,783.00","SI","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","02-05-2022","13-05-2022","31-12-2022","PROYECTO"
111447,"SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA","CDMX08PDDFPAAAPS93","108PDDF263045O00411112021411200","ADQUISICIÓN DE  TÓNER Y CARTUCHOS PARA IMPRESORAS CORRESPONDIENTE AL EJERCICIO FISCAL 2022","SERVICIO",2141,"2141000050--TONER","$200,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-07-2022","01-08-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
113410,"CAJA DE PREVISIÓN DE LA POLICÍA AUXILIAR","CDMX09PDPAPAAAPS27","109PDPA134001O00114122035521100","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE MOTOR, SISTEMA ELÉCTRICO Y SISTEMA HIDRÁULICO, SUSPENSIÓN Y FRENOS A VEHÍCULOS DESTINADOS A SERVICIOS PÚBLICOS Y OPERACIÓN DE PROGRAMAS PÚBLICOS A LOS VEHÍCULOS PROPIEDAD DE LA CAPREPA","SERVICIO",3552,"3552000004--REPARACIÓN, MANTENIMIENTO Y CONSERVACIÓN AL PARQUE VEHICULAR DESTINADO A SERVICIOS PÚBLICOS Y OPERACIÓN DE PROGRAMAS PÚBLICOS","$900,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-02-2022","01-02-2022","31-12-2022","PROYECTO"
115602,"INSTITUTO DE VIVIENDA","CDMX03PDIVPAAAPS71","103PDIV134001O00114122021411100","ADQUISICIÓN DE  TÓNER Y CARTUCHOS PARA IMPRESORAS CORRESPONDIENTE AL EJERCICIO FISCAL 2022","SERVICIO",2141,"2141000050--TONER","$3,200,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-07-2022","01-08-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
114395,"SECRETARÍA DE OBRAS Y SERVICIOS","CDMX07C001PAAAPS13","107C001356001O00115O12054122200A22NR0196; 107C001221049K00515O12054122200A22NR0018","ADQUISICIÓN DE BARREDORAS","BIEN",5412,"5412000002--BARREDORA","$109,819,734.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-12-2021","01-01-2022","31-12-2022","PROYECTO"
115615,"SECRETARÍA DE MOVILIDAD","CDMX10C001PAAAPS77","110C001268294P00411112039911100000000000; 110C001356265E11211112039911100000000000; 110C001356265E11211122039911100000000000","SERVICIO INTEGRAL PARA LA REALIZACIÓN DE LA BICIESCUELA 2022","SERVICIO",3991,"3991000004--SERVICIOS PARA LA PROMOCIÓN DEPORTIVA","$600,000.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-02-2022","22-02-2022","31-12-2022","PROYECTO"
114394,"ALCALDÍA COYOACÁN","CDMX02CD04PAAAPS11","102CD04263001O00115O22035532100","CONTRATACIÓN DEL SERVICIO MENSUAL DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL PARQUE VEHÍCULAR DE LA ALCALDÍA","SERVICIO","3552;3553","3552000004--REPARACIÓN, MANTENIMIENTO Y CONSERVACIÓN AL PARQUE VEHICULAR DESTINADO A SERVICIOS PÚBLICOS Y OPERACIÓN DE PROGRAMAS PÚBLICOS;3553000004--MANTENIMIENTO CORRECTIVO AL PARQUE VEHICULAR DESTINADO A SERVIDORES PUBLICOS Y SERVICIOS ADMINISTRATIVOS","$20,000,000.00","SI","ADJUDICACIÓN DIRECTA POR EXCEPCIÓN (ARTÍCULO 54).","25-01-2022","01-02-2022","01-12-2022","PROYECTO"
115614,"ALCALDÍA MIGUEL HIDALGO","CDMX02CD11PAAAPS206","102CD11221274K01615O22056712100A22NR0205; 102CD11172002N00115O22056712100A22NR0205","DQUISICIÓN DE HERRAMIENTAS Y MAQUINAS HERRMIENTA","BIEN",5671,"5671000470--KIT DE HERRAMIENTA MECÁNICA Y ELÉCTRICA","$987,909.00","NO","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-05-2022","01-05-2022","31-12-2022","PROYECTO"
111409,"SISTEMA DE TRANSPORTE COLECTIVO","CDMX10PDMEPAAAPS123","110PDME356104M00115O22021411200","ADQUISICIÓN DE  TÓNER Y CARTUCHOS PARA IMPRESORAS CORRESPONDIENTE AL EJERCICIO FISCAL 2022","SERVICIO",2141,"2141000050--TONER","$3,500,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-07-2022","01-08-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
116362,"SECRETARÍA DE LA CONTRALORÍA GENERAL","CDMX13C001PAAAPS44","113C001393001O00111112025411100","MALETINES MÉDICOS CON TODO LO NECESARIO PARA LA ATENCIÓN DE PRIMEROS AUXILIOS","BIEN",2541,"2541000736--MALETÍN MÉDICO","$220,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","07-02-2022","25-02-2022","31-12-2022","PROYECTO"
114396,"CAJA DE PREVISIÓN DE LA POLICÍA AUXILIAR","CDMX09PDPAPAAAPS40","109PDPA269169E04414122039931182","SERVICIO PARA ANÁLISIS DE LABORATORIO, ESTUDIOS DE GABINETE Y PERFILES DE LABORATORIO EN CLÍNICAS DE MEDICINA FAMILIAR, PARA LAS Y LOS ELEMENTOS, PENSIONADOS Y DERECHOHABIENTES DE LA POLICÍA AUXILIAR DE LA CIUDAD DE MÉXICO","SERVICIO",3993,"3993000006--SERVICIO PARA ANÁLISIS DE LABORATORIO, ESTUDIOS DE GABINETE/IMAGENOLOGÍA Y PERFILES DE LABORATORIO EN CLÍNICAS Y HOSPITALES","$4,362,388.80","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","16-12-2021","01-01-2022","28-02-2022","PROYECTO"
116363,"AUTORIDAD DEL CENTRO HISTÓRICO","CDMX02OD04PAAAPS93","102OD04134001O00115O22033611130","PRESTACIÓN DEL SERVICIO DE ESTENOGRAFÍA PARA LAS MESAS INTERINSTITUCIONALES QUE SE CELEBRAN EN LA AUTORIDAD DEL CENTRO HISTÓRICO.","SERVICIO",3361,"3361000026--PREPARACIÓN Y EDICIÓN DE DOCUMENTOS","$66,816.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","31-01-2022","01-02-2022","28-02-2022","PROYECTO"
115616,"METROBÚS","CDMX10PDMBPAAAPS35","110PDMB356052E04214122034511200OPERATIVO","PROGRAMA INTEGRAL DE ASEGURAMIENTO 2022 ""METROBUS""","SERVICIO","1441;1442;3451;4412","1441000002--CUOTAS PARA EL SEGURO DE VIDA DEL PERSONAL CIVIL;1442000002--CUOTAS PARA EL SEGURO DE VIDA DEL PERSONAL DE SEGURIDAD PÚBLICA;3451000002--SEGURO DE BIENES PATRIMONIALES;4412000002--AYUDAS CULTURALES Y SOCIALES","$27,000,000.00","NO","LICITACIÓN PÚBLICA NACIONAL (ART.30)","01-12-2021","01-01-2022","31-12-2022","PROYECTO CONSOLIDADO PAAAPS"
116360,"FIDEICOMISO CENTRO HISTÓRICO","CDMX09PFCHPAAAPS77","109PFCH172002N00111112035711100","SERVICIOS PROFESIONALES","SERVICIO",3571,,"$9,900.00","NO","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-01-2022","01-02-2022","31-12-2022","PROYECTO REVOLVENTE"
115617,"ALCALDÍA MIGUEL HIDALGO","CDMX02CD11PAAAPS207","102CD11216089E12015O22056912100A22NR0210; 102CD11251115E13715O22056912100A22NR0210; 102CD11172002N00115O22056912100A22NR0210","ADQUISICIÓN DE OTROS EQUIPOS PARA EL FUNCIONAMIENTO DE LAS ÁREAS QUE INTEGRAN LA ALCALDÍA EN TEMAS DE PROTECCIÓN CIVIL Y ATENCIÓN SOCIAL","BIEN",5691,"5691000810--TERMOMETRO INFRARROJO;5691000006--BÁSCULA;5691000062--GENERADORES DE OZONO;5691000930--MOCHILA ASPERSORA PARA INCENDIO","$128,572.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-01-2022","01-01-2022","31-12-2022","PROYECTO"
115604,"ALCALDÍA CUAJIMALPA DE MORELOS","CDMX02CD05PAAAPS70","102CD05263001O00115O42039111100","SERVICIOS FUNERARIOS","SERVICIO",3911,"3911000004--SERVICIOS FUNERARIOS Y DE CEMENTERIO","$800,000.00","SI","INVITACIÓN RESTRINGIDA A CUANDO MENOS TRES PROVEEDORES POR MONTO. (ARTÍCULO 55).","01-10-2022","01-10-2022","31-12-2022","PROYECTO"
114397,"RED DE TRANSPORTE DE PASAJEROS (RTP)","CDMX10PDRTPAAAPS43","110PDRT356052E08814122027211100","COMPRA DE PRENDAS DE SEGURIDAD Y PROTECCIÓN PARA PERSONAL OPERATIVO DEL ORGANISMO","BIEN",2721,"2721000120--ACOLLADOR DE SEGURIDAD","$150,000.00","SI","ADJUDICACIÓN DIRECTA POR MONTO  (ARTÍCULO 55).","01-04-2022","01-05-2022","31-12-2022","PROYECTO"
114398,"ALCALDÍA TLALPAN","CDMX02CD14PAAAPS63","102CD14221049E12415O62029811100","REFACCIONES Y ACCESORIOS MENORES DE MAQUINARIA Y OTROS EQUIPOS","BIEN",2981,"2981000002--CARBURADOR ORIGINAL (KIT) PARA DESMALEZADORA","$1,000,000.00","SI","LICITACIÓN PÚBLICA NACIONAL (ART.30)","05-05-2022","05-05-2022","31-12-2022","PROYECTO"
115605,"SECRETARÍA DE MOVILIDAD","CDMX10C001PAAAPS76","110C001356001O00111112039111100000000000; 110C001356264P04411112039111100000000000; 110C001356265E11211112039111100000000000; 110C001356266G01811112039111100000000000; 110C001356267F02411112039111100000000000; 110C001356268G01911112039111100000000000; 110C001356270P04511112039111100000000000","PAGO POR CONCEPTO DE SERVICIOS FUNERARIOS Y DE CEMENTERIO A LOS FAMILIARES DE LOS CIVILES Y PENSIONISTAS DIRECTOS","SERVICIO",3911,"3911000004--SERVICIOS FUNERARIOS Y DE CEMENTERIO","$850,000.00","NO","CONVENIOS DE COLABORACIÓN ENTRE DEPENDENCIAS (ARTÍCULO 1).","03-01-2022","03-01-2022","31-12-2022","PROYECTO"
